NO,POINT_PEMERIKSAAN,ID,PARAMETER,NOMINAL,Newnom,Uppertol,Lowertol,KP
A158,POSITION Y Ø 6,N0048,Pos. X,25.8,25.8,0.2,-0.2,0
A158,POSITION Z Ø 6,N0048,Pos. Z,45.0,45.0,0.2,-0.2,0
A158,"POSITION Y Ø 10,5",N0050,Pos. X,25.8,25.8,0.2,-0.2,0
A158,"POSITION Z Ø 10,5",N0050,Pos. Z,45.0,45.0,0.2,-0.2,0
A158,ANGLE Y,N0053,Angle,10.0,10.0,1.5,-1.5,0
A158,ANGLE Y,N0055,Angle,10.0,10.0,1.5,-1.5,0
